date	row_name	items	quantity	product	actual_cost	row_id
2019-05-01	NHS NORTH CENTRAL LONDON	45	833	Levofloxacin	1458.92	93C
2019-05-01	NHS EAST SUSSEX	12	182	Levofloxacin	395.97	97R
2019-05-01	NHS LIVERPOOL	11	163	Levofloxacin	278.86	99A
2019-05-01	NHS NORTH TYNESIDE	1	10	Levofloxacin	21.73	99C
2019-05-01	NHS BASILDON AND BRENTWOOD	5	78	Levofloxacin	143.84	99E
2019-05-01	NHS CASTLE POINT AND ROCHFORD	6	64	Levofloxacin	137.77	99F
2019-05-01	NHS SOUTHEND	4	44	Levofloxacin	69.96	99G
2019-05-01	NHS NORTH EAST LONDON	41	566	Levofloxacin	1061.99	A3A8R
2019-05-01	NHS COVENTRY AND WARWICKSHIRE	12	240	Levofloxacin	450	B2M3M
2019-05-01	NHS BLACK COUNTRY AND WEST BIRMINGHAM	47	661	Levofloxacin	1331.45	D2P2L
2019-05-01	NHS FRIMLEY	27	436	Levofloxacin	856.03	D4U1Y
2019-05-01	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT	21	487	Levofloxacin	1045.44	D9Y0V
2019-05-01	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES	55	865	Levofloxacin	1741.86	M1J4Y
2019-05-01	NHS SHROPSHIRE, TELFORD AND WREKIN	7	101	Levofloxacin	219.97	M2L0M
2019-05-01	NHS NORTH WEST LONDON	54	840	Levofloxacin	1457.72	W2U3Z
2019-05-01	NHS KIRKLEES	13	142	Levofloxacin	283.34	X2C4Y
2019-06-01	NHS NORTHUMBERLAND	3	28	Levofloxacin	61.28	00L
2019-06-01	NHS SOUTH TYNESIDE	2	24	Levofloxacin	52.36	00N
2019-06-01	NHS BLACKBURN WITH DARWEN	2	28	Levofloxacin	43.38	00Q
2019-06-01	NHS BLACKPOOL	5	50	Levofloxacin	109.29	00R
2019-06-01	NHS BOLTON	14	247	Levofloxacin	538.71	00T
2019-06-01	NHS BURY	11	132	Levofloxacin	270.35	00V
2019-06-01	NHS CHORLEY AND SOUTH RIBBLE	15	148	Levofloxacin	323.7	00X
2019-06-01	NHS OLDHAM	20	273	Levofloxacin	527.57	00Y
2019-06-01	NHS EAST LANCASHIRE	3	98	Levofloxacin	213.64	01A
2019-06-01	NHS HEYWOOD, MIDDLETON AND ROCHDALE	14	172	Levofloxacin	358.02	01D
2019-06-01	NHS GREATER PRESTON	7	98	Levofloxacin	178.49	01E
2019-06-01	NHS HALTON	6	70	Levofloxacin	135.03	01F
2019-06-01	NHS SALFORD	9	102	Levofloxacin	222.52	01G
2019-06-01	NHS NORTH CUMBRIA	7	92	Levofloxacin	165.23	01H
2019-06-01	NHS KNOWSLEY	3	48	Levofloxacin	61.5	01J
2019-06-01	NHS MORECAMBE BAY	21	252	Levofloxacin	532.6	01K
2019-06-01	NHS SOUTH SEFTON	2	14	Levofloxacin	30.68	01T
2019-06-01	NHS SOUTHPORT AND FORMBY	2	34	Levofloxacin	74.13	01V
2019-06-01	NHS STOCKPORT	8	120	Levofloxacin	261.99	01W
2019-06-01	NHS ST HELENS	4	40	Levofloxacin	74.4	01X
2019-06-01	NHS TAMESIDE AND GLOSSOP	11	196	Levofloxacin	414.82	01Y
2019-06-01	NHS TRAFFORD	6	87	Levofloxacin	154.35	02A
2019-06-01	NHS WARRINGTON	12	228	Levofloxacin	497.01	02E
2019-06-01	NHS WEST LANCASHIRE	2	61	Levofloxacin	132.98	02G
2019-06-01	NHS WIGAN BOROUGH	6	58	Levofloxacin	113.89	02H
2019-06-01	NHS FYLDE AND WYRE	7	83	Levofloxacin	145.62	02M
2019-06-01	NHS BARNSLEY	3	44	Levofloxacin	39.97	02P
2019-06-01	NHS BASSETLAW	8	82	Levofloxacin	178.96	02Q
2019-06-01	NHS CALDERDALE	2	20	Levofloxacin	43.56	02T
2019-06-01	NHS DONCASTER	7	114	Levofloxacin	223.2	02X
2019-06-01	NHS EAST RIDING OF YORKSHIRE	3	54	Levofloxacin	117.67	02Y
2019-06-01	NHS HULL	1	20	Levofloxacin	43.54	03F
2019-06-01	NHS NORTH LINCOLNSHIRE	5	57	Levofloxacin	124.19	03K
2019-06-01	NHS ROTHERHAM	4	33	Levofloxacin	72.27	03L
2019-06-01	NHS SHEFFIELD	4	52	Levofloxacin	95.75	03N
2019-06-01	NHS VALE OF YORK	5	122	Levofloxacin	266.01	03Q
2019-06-01	NHS WAKEFIELD	13	151	Levofloxacin	295.27	03R
2019-06-01	NHS EAST LEICESTERSHIRE AND RUTLAND	10	174	Levofloxacin	376.75	03W
2019-06-01	NHS LEICESTER CITY	6	100	Levofloxacin	147.14	04C
2019-06-01	NHS WEST LEICESTERSHIRE	10	167	Levofloxacin	328.83	04V
2019-06-01	NHS CANNOCK CHASE	7	171	Levofloxacin	189.59	04Y
2019-06-01	NHS EAST STAFFORDSHIRE	2	33	Levofloxacin	71.94	05D
2019-06-01	NHS NORTH STAFFORDSHIRE	5	89	Levofloxacin	158.46	05G
2019-06-01	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA	8	111	Levofloxacin	229.57	05Q
2019-06-01	NHS STOKE ON TRENT	9	120	Levofloxacin	226.61	05W
2019-06-01	NHS CAMBRIDGESHIRE AND PETERBOROUGH	10	125	Levofloxacin	224.7	06H
2019-06-01	NHS EAST AND NORTH HERTFORDSHIRE	3	148	Levofloxacin	286.77	06K
2019-06-01	NHS IPSWICH AND EAST SUFFOLK	5	89	Levofloxacin	111.34	06L
2019-06-01	NHS HERTS VALLEYS	12	233	Levofloxacin	332.44	06N
2019-06-01	NHS MID ESSEX	11	168	Levofloxacin	353.27	06Q
2019-06-01	NHS NORTH EAST ESSEX	11	172	Levofloxacin	362.57	06T
2019-06-01	NHS THURROCK	1	10	Levofloxacin	9.06	07G
2019-06-01	NHS WEST ESSEX	6	111	Levofloxacin	241.97	07H
2019-06-01	NHS WEST SUFFOLK	4	70	Levofloxacin	108.08	07K
2019-06-01	NHS BRIGHTON AND HOVE	11	134	Levofloxacin	208.49	09D
2019-06-01	NHS OXFORDSHIRE	18	247	Levofloxacin	425.55	10Q
2019-06-01	NHS DORSET	23	509	Levofloxacin	842.84	11J
2019-06-01	NHS GLOUCESTERSHIRE	59	824	Levofloxacin	1663.44	11M
2019-06-01	NHS KERNOW	75	1049	Levofloxacin	2163.52	11N
2019-06-01	NHS SOMERSET	7	117	Levofloxacin	229.93	11X
2019-06-01	NHS WIRRAL	39	445	Levofloxacin	924.13	12F
2019-06-01	NHS NEWCASTLE GATESHEAD	1	14	Levofloxacin	12.79	13T
2019-06-01	NHS MANCHESTER	32	396	Levofloxacin	758.13	14L
2019-06-01	NHS BUCKINGHAMSHIRE	2	48	Levofloxacin	104.49	14Y
2019-06-01	NHS BERKSHIRE WEST	5	118	Levofloxacin	257.09	15A
2019-06-01	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE	89	1182	Levofloxacin	2483.21	15C
2019-06-01	NHS BIRMINGHAM AND SOLIHULL	52	636	Levofloxacin	1117.63	15E
2019-06-01	NHS LEEDS	38	552	Levofloxacin	988.57	15F
2019-06-01	NHS DERBY AND DERBYSHIRE	21	299	Levofloxacin	423.29	15M
2019-06-01	NHS DEVON	244	2902	Levofloxacin	5326.46	15N
2019-06-01	NHS TEES VALLEY	6	122	Levofloxacin	212.4	16C
2019-06-01	NHS HEREFORDSHIRE AND WORCESTERSHIRE	17	288	Levofloxacin	534.04	18C
2019-06-01	NHS NORFOLK AND WAVENEY	5	132	Levofloxacin	211.06	26A
2019-06-01	NHS CHESHIRE	27	454	Levofloxacin	794.61	27D
2019-06-01	NHS BRADFORD DISTRICT AND CRAVEN	24	305	Levofloxacin	615.14	36J
2019-06-01	NHS SOUTH WEST LONDON	19	326	Levofloxacin	637.43	36L
2019-06-01	NHS NORTH YORKSHIRE	9	164	Levofloxacin	340.06	42D
2019-06-01	NHS NOTTINGHAM AND NOTTINGHAMSHIRE	41	534	Levofloxacin	1122.78	52R
2019-06-01	NHS WEST SUSSEX	38	591	Levofloxacin	1206.76	70F
2019-06-01	NHS LINCOLNSHIRE	10	163	Levofloxacin	317.06	71E
2019-06-01	NHS SOUTH EAST LONDON	33	483	Levofloxacin	878.16	72Q
2019-06-01	NHS NORTHAMPTONSHIRE	12	326	Levofloxacin	621.3	78H
2019-06-01	NHS COUNTY DURHAM	13	164	Levofloxacin	314.52	84H
2019-06-01	NHS KENT AND MEDWAY	53	764	Levofloxacin	1641.25	91Q
2019-06-01	NHS SURREY HEARTLANDS	24	410	Levofloxacin	784.72	92A
2019-06-01	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE	11	245	Levofloxacin	427.19	92G
2019-06-01	NHS NORTH CENTRAL LONDON	33	611	Levofloxacin	858.83	93C
2019-06-01	NHS EAST SUSSEX	11	160	Levofloxacin	351.73	97R
2019-06-01	NHS LIVERPOOL	8	126	Levofloxacin	221.65	99A
2019-06-01	NHS NORTH TYNESIDE	5	49	Levofloxacin	107.21	99C
2019-06-01	NHS BASILDON AND BRENTWOOD	11	170	Levofloxacin	370.46	99E
2019-06-01	NHS CASTLE POINT AND ROCHFORD	6	64	Levofloxacin	139.03	99F
2019-06-01	NHS SOUTHEND	5	60	Levofloxacin	122.06	99G
2019-06-01	NHS NORTH EAST LONDON	52	827	Levofloxacin	1577.42	A3A8R
2019-06-01	NHS COVENTRY AND WARWICKSHIRE	14	197	Levofloxacin	358.84	B2M3M
2019-06-01	NHS BLACK COUNTRY AND WEST BIRMINGHAM	68	1037	Levofloxacin	1781.45	D2P2L
2019-06-01	NHS FRIMLEY	21	324	Levofloxacin	656.12	D4U1Y
2019-06-01	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT	16	414	Levofloxacin	851.24	D9Y0V
2019-06-01	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES	45	660	Levofloxacin	1305.15	M1J4Y
2019-06-01	NHS SHROPSHIRE, TELFORD AND WREKIN	7	122	Levofloxacin	266.14	M2L0M
2019-06-01	NHS NORTH WEST LONDON	52	825	Levofloxacin	1559.25	W2U3Z
2019-06-01	NHS KIRKLEES	7	100	Levofloxacin	218.16	X2C4Y
2019-07-01	NHS NORTHUMBERLAND	8	106	Levofloxacin	213.75	00L
2019-07-01	NHS SUNDERLAND	2	38	Levofloxacin	46.39	00P
2019-07-01	NHS BLACKBURN WITH DARWEN	3	42	Levofloxacin	73.72	00Q
2019-07-01	NHS BLACKPOOL	9	123	Levofloxacin	251.02	00R
2019-07-01	NHS BOLTON	10	115	Levofloxacin	252.13	00T
2019-07-01	NHS BURY	11	147	Levofloxacin	321.98	00V
2019-07-01	NHS CHORLEY AND SOUTH RIBBLE	7	101	Levofloxacin	221.43	00X
2019-07-01	NHS OLDHAM	27	400	Levofloxacin	876.24	00Y
2019-07-01	NHS EAST LANCASHIRE	4	108	Levofloxacin	236.38	01A
2019-07-01	NHS HEYWOOD, MIDDLETON AND ROCHDALE	13	201	Levofloxacin	440.75	01D
2019-07-01	NHS GREATER PRESTON	9	96	Levofloxacin	164.53	01E
2019-07-01	NHS HALTON	6	73	Levofloxacin	160.09	01F
2019-07-01	NHS SALFORD	7	113	Levofloxacin	210.87	01G
2019-07-01	NHS NORTH CUMBRIA	10	157	Levofloxacin	325.38	01H
2019-07-01	NHS MORECAMBE BAY	15	175	Levofloxacin	370.71	01K
2019-07-01	NHS SOUTH SEFTON	4	91	Levofloxacin	199.33	01T
2019-07-01	NHS SOUTHPORT AND FORMBY	1	28	Levofloxacin	61.31	01V
2019-07-01	NHS STOCKPORT	12	195	Levofloxacin	427.29	01W
2019-07-01	NHS ST HELENS	4	45	Levofloxacin	80.3	01X
2019-07-01	NHS TAMESIDE AND GLOSSOP	11	217	Levofloxacin	475.28	01Y
2019-07-01	NHS TRAFFORD	3	52	Levofloxacin	113.88	02A
2019-07-01	NHS WARRINGTON	9	120	Levofloxacin	262.96	02E
2019-07-01	NHS WEST LANCASHIRE	3	38	Levofloxacin	83.27	02G
2019-07-01	NHS WIGAN BOROUGH	4	56	Levofloxacin	122.81	02H
2019-07-01	NHS FYLDE AND WYRE	7	94	Levofloxacin	169.09	02M
2019-07-01	NHS BARNSLEY	3	44	Levofloxacin	70.02	02P
2019-07-01	NHS BASSETLAW	5	52	Levofloxacin	114.1	02Q
2019-07-01	NHS CALDERDALE	13	246	Levofloxacin	428.23	02T
2019-07-01	NHS DONCASTER	9	105	Levofloxacin	211.78	02X
2019-07-01	NHS EAST RIDING OF YORKSHIRE	3	74	Levofloxacin	161.73	02Y
2019-07-01	NHS HULL	1	14	Levofloxacin	12.32	03F
2019-07-01	NHS NORTH LINCOLNSHIRE	4	46	Levofloxacin	100.87	03K
2019-07-01	NHS ROTHERHAM	4	34	Levofloxacin	52.32	03L
2019-07-01	NHS SHEFFIELD	4	59	Levofloxacin	129.29	03N
2019-07-01	NHS VALE OF YORK	8	112	Levofloxacin	244.53	03Q
2019-07-01	NHS WAKEFIELD	16	202	Levofloxacin	411.23	03R
2019-07-01	NHS EAST LEICESTERSHIRE AND RUTLAND	6	119	Levofloxacin	242.35	03W
2019-07-01	NHS LEICESTER CITY	13	213	Levofloxacin	366.52	04C
2019-07-01	NHS WEST LEICESTERSHIRE	10	159	Levofloxacin	311.51	04V
2019-07-01	NHS CANNOCK CHASE	6	274	Levofloxacin	452.27	04Y
2019-07-01	NHS EAST STAFFORDSHIRE	2	42	Levofloxacin	91.9	05D
2019-07-01	NHS NORTH STAFFORDSHIRE	7	170	Levofloxacin	298.31	05G
2019-07-01	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA	4	62	Levofloxacin	122.61	05Q
2019-07-01	NHS STAFFORD AND SURROUNDS	5	44	Levofloxacin	96.43	05V
2019-07-01	NHS STOKE ON TRENT	10	171	Levofloxacin	246	05W
2019-07-01	NHS CAMBRIDGESHIRE AND PETERBOROUGH	10	148	Levofloxacin	285.71	06H
2019-07-01	NHS EAST AND NORTH HERTFORDSHIRE	7	100	Levofloxacin	163.96	06K
2019-07-01	NHS IPSWICH AND EAST SUFFOLK	4	40	Levofloxacin	74.33	06L
2019-07-01	NHS HERTS VALLEYS	11	179	Levofloxacin	347.63	06N
2019-07-01	NHS MID ESSEX	1	14	Levofloxacin	30.7	06Q
2019-07-01	NHS NORTH EAST ESSEX	8	217	Levofloxacin	474.83	06T
2019-07-01	NHS THURROCK	1	20	Levofloxacin	17.45	07G
2019-07-01	NHS WEST ESSEX	8	110	Levofloxacin	159.53	07H
2019-07-01	NHS WEST SUFFOLK	3	67	Levofloxacin	67.64	07K
2019-07-01	NHS BRIGHTON AND HOVE	5	83	Levofloxacin	181.84	09D
2019-07-01	NHS OXFORDSHIRE	14	155	Levofloxacin	266.14	10Q
2019-07-01	NHS DORSET	28	639	Levofloxacin	1110.99	11J
2019-07-01	NHS GLOUCESTERSHIRE	47	900	Levofloxacin	1675.64	11M
2019-07-01	NHS KERNOW	81	1026	Levofloxacin	2078.36	11N
2019-07-01	NHS SOMERSET	11	309	Levofloxacin	649.94	11X
2019-07-01	NHS WIRRAL	48	493	Levofloxacin	1024.23	12F
2019-07-01	NHS NEWCASTLE GATESHEAD	5	73	Levofloxacin	120.61	13T
2019-07-01	NHS MANCHESTER	40	510	Levofloxacin	1044.62	14L
2019-07-01	NHS BUCKINGHAMSHIRE	5	52	Levofloxacin	95.72	14Y
2019-07-01	NHS BERKSHIRE WEST	4	50	Levofloxacin	90.01	15A
2019-07-01	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE	78	836	Levofloxacin	1713.91	15C
2019-07-01	NHS BIRMINGHAM AND SOLIHULL	59	803	Levofloxacin	1523.18	15E
2019-07-01	NHS LEEDS	35	486	Levofloxacin	980.9	15F
2019-07-01	NHS DERBY AND DERBYSHIRE	30	529	Levofloxacin	903.94	15M
2019-07-01	NHS DEVON	202	2451	Levofloxacin	4345.02	15N
2019-07-01	NHS TEES VALLEY	14	258	Levofloxacin	435.99	16C
2019-07-01	NHS HEREFORDSHIRE AND WORCESTERSHIRE	23	289	Levofloxacin	479.64	18C
2019-07-01	NHS NORFOLK AND WAVENEY	7	100	Levofloxacin	182.23	26A
2019-07-01	NHS CHESHIRE	25	438	Levofloxacin	750.35	27D
2019-07-01	NHS BRADFORD DISTRICT AND CRAVEN	20	285	Levofloxacin	508.74	36J
2019-07-01	NHS SOUTH WEST LONDON	26	475	Levofloxacin	911.68	36L
2019-07-01	NHS NORTH YORKSHIRE	12	217	Levofloxacin	356.71	42D
2019-07-01	NHS NOTTINGHAM AND NOTTINGHAMSHIRE	35	481	Levofloxacin	934.96	52R
2019-07-01	NHS WEST SUSSEX	47	601	Levofloxacin	1170.87	70F
2019-07-01	NHS LINCOLNSHIRE	19	294	Levofloxacin	577.76	71E
2019-07-01	NHS SOUTH EAST LONDON	47	610	Levofloxacin	1124.43	72Q
2019-07-01	NHS NORTHAMPTONSHIRE	20	391	Levofloxacin	693.25	78H
2019-07-01	NHS COUNTY DURHAM	15	219	Levofloxacin	411.08	84H
2019-07-01	NHS KENT AND MEDWAY	67	873	Levofloxacin	1864.63	91Q
2019-07-01	NHS SURREY HEARTLANDS	25	345	Levofloxacin	629.97	92A
2019-07-01	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE	11	272	Levofloxacin	521.92	92G
2019-07-01	NHS NORTH CENTRAL LONDON	43	938	Levofloxacin	1580.47	93C
2019-07-01	NHS EAST SUSSEX	11	201	Levofloxacin	439.97	97R
2019-07-01	NHS LIVERPOOL	6	140	Levofloxacin	306.64	99A
2019-07-01	NHS NORTH TYNESIDE	2	21	Levofloxacin	27.73	99C
2019-07-01	NHS BASILDON AND BRENTWOOD	6	88	Levofloxacin	166.24	99E
2019-07-01	NHS CASTLE POINT AND ROCHFORD	10	146	Levofloxacin	293.31	99F
2019-07-01	NHS SOUTHEND	4	27	Levofloxacin	55.41	99G
2019-07-01	NHS NORTH EAST LONDON	65	1031	Levofloxacin	1899.15	A3A8R
2019-07-01	NHS COVENTRY AND WARWICKSHIRE	14	182	Levofloxacin	306.75	B2M3M
2019-07-01	NHS BLACK COUNTRY AND WEST BIRMINGHAM	37	509	Levofloxacin	1014.26	D2P2L
2019-07-01	NHS FRIMLEY	19	264	Levofloxacin	566.58	D4U1Y
2019-07-01	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT	20	489	Levofloxacin	952.18	D9Y0V
2019-07-01	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES	42	578	Levofloxacin	1078.89	M1J4Y
2019-07-01	NHS SHROPSHIRE, TELFORD AND WREKIN	8	150	Levofloxacin	328.48	M2L0M
2019-07-01	NHS NORTH WEST LONDON	58	957	Levofloxacin	1660.37	W2U3Z
2019-07-01	NHS KIRKLEES	8	107	Levofloxacin	197.65	X2C4Y
2019-08-01	NHS NORTHUMBERLAND	4	76	Levofloxacin	103.13	00L
2019-08-01	NHS BLACKBURN WITH DARWEN	2	28	Levofloxacin	42.98	00Q
2019-08-01	NHS BLACKPOOL	4	58	Levofloxacin	127.29	00R
2019-08-01	NHS BOLTON	12	162	Levofloxacin	337.16	00T
2019-08-01	NHS BURY	11	224	Levofloxacin	491.45	00V
2019-08-01	NHS CHORLEY AND SOUTH RIBBLE	6	56	Levofloxacin	104.74	00X
2019-08-01	NHS OLDHAM	18	292	Levofloxacin	582.77	00Y
2019-08-01	NHS EAST LANCASHIRE	5	112	Levofloxacin	171.56	01A
2019-08-01	NHS HEYWOOD, MIDDLETON AND ROCHDALE	11	202	Levofloxacin	406.41	01D
2019-08-01	NHS GREATER PRESTON	6	126	Levofloxacin	276.54	01E
2019-08-01	NHS HALTON	2	56	Levofloxacin	122.88	01F
2019-08-01	NHS SALFORD	13	184	Levofloxacin	404.26	01G
2019-08-01	NHS NORTH CUMBRIA	8	90	Levofloxacin	197.81	01H
2019-08-01	NHS KNOWSLEY	2	20	Levofloxacin	43.82	01J
2019-08-01	NHS MORECAMBE BAY	13	175	Levofloxacin	368.63	01K
2019-08-01	NHS SOUTH SEFTON	4	104	Levofloxacin	201.6	01T
2019-08-01	NHS SOUTHPORT AND FORMBY	3	38	Levofloxacin	64.89	01V
2019-08-01	NHS STOCKPORT	8	104	Levofloxacin	209.9	01W
2019-08-01	NHS ST HELENS	5	63	Levofloxacin	138.24	01X
2019-08-01	NHS TAMESIDE AND GLOSSOP	9	128	Levofloxacin	262.79	01Y
2019-08-01	NHS TRAFFORD	5	53	Levofloxacin	116.45	02A
2019-08-01	NHS WARRINGTON	6	196	Levofloxacin	429.44	02E
2019-08-01	NHS WEST LANCASHIRE	1	14	Levofloxacin	30.78	02G
2019-08-01	NHS WIGAN BOROUGH	3	26	Levofloxacin	57.29	02H
2019-08-01	NHS FYLDE AND WYRE	5	53	Levofloxacin	116.43	02M
2019-08-01	NHS BARNSLEY	9	140	Levofloxacin	174.36	02P
2019-08-01	NHS BASSETLAW	5	62	Levofloxacin	136.25	02Q
2019-08-01	NHS CALDERDALE	5	86	Levofloxacin	143.71	02T
2019-08-01	NHS DONCASTER	7	99	Levofloxacin	217.54	02X
2019-08-01	NHS EAST RIDING OF YORKSHIRE	3	50	Levofloxacin	109.54	02Y
2019-08-01	NHS HULL	1	14	Levofloxacin	12.2	03F
2019-08-01	NHS NORTH LINCOLNSHIRE	2	110	Levofloxacin	240.94	03K
2019-08-01	NHS ROTHERHAM	1	28	Levofloxacin	61.44	03L
2019-08-01	NHS SHEFFIELD	4	49	Levofloxacin	107.78	03N
2019-08-01	NHS VALE OF YORK	6	92	Levofloxacin	201.75	03Q
2019-08-01	NHS WAKEFIELD	19	283	Levofloxacin	504	03R
2019-08-01	NHS EAST LEICESTERSHIRE AND RUTLAND	11	207	Levofloxacin	454.2	03W
2019-08-01	NHS LEICESTER CITY	5	80	Levofloxacin	129.36	04C
2019-08-01	NHS WEST LEICESTERSHIRE	17	249	Levofloxacin	472.92	04V
2019-08-01	NHS CANNOCK CHASE	4	121	Levofloxacin	184.43	04Y
2019-08-01	NHS EAST STAFFORDSHIRE	3	53	Levofloxacin	116.22	05D
2019-08-01	NHS NORTH STAFFORDSHIRE	13	216	Levofloxacin	418.39	05G
2019-08-01	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA	6	68	Levofloxacin	112.36	05Q
2019-08-01	NHS STAFFORD AND SURROUNDS	3	33	Levofloxacin	72.63	05V
2019-08-01	NHS STOKE ON TRENT	13	195	Levofloxacin	354.06	05W
2019-08-01	NHS CAMBRIDGESHIRE AND PETERBOROUGH	7	104	Levofloxacin	191.1	06H
2019-08-01	NHS EAST AND NORTH HERTFORDSHIRE	3	66	Levofloxacin	107.64	06K
2019-08-01	NHS IPSWICH AND EAST SUFFOLK	3	60	Levofloxacin	65.1	06L
2019-08-01	NHS HERTS VALLEYS	12	222	Levofloxacin	450.03	06N
2019-08-01	NHS MID ESSEX	5	42	Levofloxacin	92.14	06Q
2019-08-01	NHS NORTH EAST ESSEX	4	62	Levofloxacin	136.04	06T
2019-08-01	NHS THURROCK	3	41	Levofloxacin	71.46	07G
2019-08-01	NHS WEST ESSEX	5	58	Levofloxacin	127.28	07H
2019-08-01	NHS WEST SUFFOLK	2	60	Levofloxacin	91.64	07K
2019-08-01	NHS BRIGHTON AND HOVE	7	140	Levofloxacin	266.98	09D
2019-08-01	NHS OXFORDSHIRE	18	240	Levofloxacin	403.37	10Q
2019-08-01	NHS DORSET	22	412	Levofloxacin	723.41	11J
2019-08-01	NHS GLOUCESTERSHIRE	65	1231	Levofloxacin	2280.57	11M
2019-08-01	NHS KERNOW	68	913	Levofloxacin	1893.42	11N
2019-08-01	NHS SOMERSET	7	127	Levofloxacin	251.88	11X
2019-08-01	NHS WIRRAL	44	398	Levofloxacin	875.54	12F
2019-08-01	NHS NEWCASTLE GATESHEAD	4	39	Levofloxacin	85.67	13T
2019-08-01	NHS MANCHESTER	34	426	Levofloxacin	799.28	14L
2019-08-01	NHS BUCKINGHAMSHIRE	5	47	Levofloxacin	103.2	14Y
2019-08-01	NHS BERKSHIRE WEST	4	130	Levofloxacin	258.24	15A
2019-08-01	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE	79	918	Levofloxacin	1978.36	15C
2019-08-01	NHS BIRMINGHAM AND SOLIHULL	50	736	Levofloxacin	1419.36	15E
2019-08-01	NHS LEEDS	28	340	Levofloxacin	710.18	15F
2019-08-01	NHS DERBY AND DERBYSHIRE	20	275	Levofloxacin	460.62	15M
2019-08-01	NHS DEVON	247	3228	Levofloxacin	6000.95	15N
2019-08-01	NHS TEES VALLEY	9	211	Levofloxacin	369.96	16C
2019-08-01	NHS HEREFORDSHIRE AND WORCESTERSHIRE	15	203	Levofloxacin	358.31	18C
2019-08-01	NHS NORFOLK AND WAVENEY	9	147	Levofloxacin	213.64	26A
2019-08-01	NHS CHESHIRE	32	592	Levofloxacin	1108.08	27D
2019-08-01	NHS BRADFORD DISTRICT AND CRAVEN	30	435	Levofloxacin	729.57	36J
2019-08-01	NHS SOUTH WEST LONDON	15	220	Levofloxacin	437.91	36L
2019-08-01	NHS NORTH YORKSHIRE	18	255	Levofloxacin	498.45	42D
2019-08-01	NHS NOTTINGHAM AND NOTTINGHAMSHIRE	44	653	Levofloxacin	1350.1	52R
2019-08-01	NHS WEST SUSSEX	35	455	Levofloxacin	962.27	70F
2019-08-01	NHS LINCOLNSHIRE	7	142	Levofloxacin	194.64	71E
2019-08-01	NHS SOUTH EAST LONDON	36	556	Levofloxacin	1091.28	72Q
2019-08-01	NHS NORTHAMPTONSHIRE	7	137	Levofloxacin	208.88	78H
2019-08-01	NHS COUNTY DURHAM	11	210	Levofloxacin	460.87	84H
2019-08-01	NHS KENT AND MEDWAY	85	1115	Levofloxacin	2353.96	91Q
2019-08-01	NHS SURREY HEARTLANDS	26	432	Levofloxacin	748.06	92A
2019-08-01	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE	13	299	Levofloxacin	586.73	92G
2019-08-01	NHS NORTH CENTRAL LONDON	42	719	Levofloxacin	1327.65	93C
2019-08-01	NHS EAST SUSSEX	13	167	Levofloxacin	310.88	97R
2019-08-01	NHS LIVERPOOL	15	191	Levofloxacin	360.85	99A
2019-08-01	NHS NORTH TYNESIDE	5	58	Levofloxacin	114.03	99C
2019-08-01	NHS BASILDON AND BRENTWOOD	4	44	Levofloxacin	96.51	99E
2019-08-01	NHS CASTLE POINT AND ROCHFORD	6	82	Levofloxacin	153.28	99F
2019-08-01	NHS SOUTHEND	5	108	Levofloxacin	199.86	99G
2019-08-01	NHS NORTH EAST LONDON	47	750	Levofloxacin	1490.1	A3A8R
2019-08-01	NHS COVENTRY AND WARWICKSHIRE	9	350	Levofloxacin	459.57	B2M3M
2019-08-01	NHS BLACK COUNTRY AND WEST BIRMINGHAM	54	812	Levofloxacin	1476.08	D2P2L
2019-08-01	NHS FRIMLEY	27	470	Levofloxacin	994.59	D4U1Y
2019-08-01	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT	22	545	Levofloxacin	1105.48	D9Y0V
2019-08-01	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES	37	740	Levofloxacin	1428.61	M1J4Y
2019-08-01	NHS SHROPSHIRE, TELFORD AND WREKIN	4	66	Levofloxacin	144.79	M2L0M
2019-08-01	NHS NORTH WEST LONDON	47	701	Levofloxacin	1186.5	W2U3Z
2019-08-01	NHS KIRKLEES	10	139	Levofloxacin	258.94	X2C4Y
2019-09-01	NHS NORTHUMBERLAND	7	90	Levofloxacin	182.26	00L
2019-09-01	NHS SOUTH TYNESIDE	2	28	Levofloxacin	26.6	00N
